
Integration time [ms]:   5,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804344U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
365,622;   91,046;   58,378;    0,000
365,788;  125,534;   24,123;    0,000
365,953;  167,291;   51,031;    0,000
366,119;   93,086;   40,400;    0,000
366,285;   70,483;   51,955;    0,000
366,451;   55,577;   40,631;    0,000
366,617;   61,831;   59,085;    0,000
366,782;   62,228;    0,908;    0,000
366,948;   62,265;   62,201;    0,000
367,114;   61,738;   72,178;    0,000
367,280;   65,177;   72,647;    0,000
367,445;   67,662;   42,839;    0,000
367,611;   46,384;   20,623;    0,000
367,777;   50,356;   34,023;    0,000
367,943;   33,142;   38,124;    0,000
368,108;   55,918;   48,862;    0,000
368,274;   53,241;   13,331;    0,000
368,440;   61,901;   37,093;    0,000
368,606;   47,243;   33,700;    0,000
368,771;   60,028;   24,016;    0,000
368,937;   65,023;   57,193;    0,000
369,103;   47,008;   46,000;    0,000
369,268;   49,719;   38,239;    0,000
369,434;   55,561;   62,654;    0,000
369,600;   45,446;   56,270;    0,000
369,765;   42,136;   40,900;    0,000
369,931;   72,030;   62,093;    0,000
370,097;   53,562;   44,339;    0,000
370,262;   48,605;   76,455;    0,000
370,428;   45,003;   21,354;    0,000
370,594;   47,720;   26,939;    0,000
370,759;   43,789;   27,354;    0,000
370,925;   42,581;   64,293;    0,000
371,090;   74,555;   50,239;    0,000
371,256;   66,536;   57,616;    0,000
371,422;   59,841;   47,331;    0,000
371,587;   59,775;   29,562;    0,000
371,753;   49,971;   48,316;    0,000
371,918;   60,389;   52,662;    0,000
372,084;   22,336;   23,908;    0,000
372,250;   27,341;   64,239;    0,000
372,415;   39,413;   49,931;    0,000
372,581;   53,135;   73,132;    0,000
372,746;   57,116;   67,193;    0,000
372,912;   52,212;   42,147;    0,000
373,077;   55,722;   44,893;    0,000
373,243;   37,625;   28,854;    0,000
373,408;   68,737;   58,801;    0,000
373,574;   33,085;   32,208;    0,000
373,739;   40,955;   51,547;    0,000
373,905;   42,187;   71,109;    0,000
374,070;   54,170;   21,339;    0,000
374,236;   24,179;   79,308;    0,000
374,401;   65,103;   37,454;    0,000
374,567;   50,680;   49,293;    0,000
374,732;   30,838;   52,069;    0,000
374,898;   24,958;   55,108;    0,000
375,063;   40,212;   68,747;    0,000
375,229;   26,630;   55,401;    0,000
375,394;   61,585;   67,824;    0,000
375,560;   37,498;   48,039;    0,000
375,725;   36,417;   56,178;    0,000
375,891;   26,226;   85,155;    0,000
376,056;   39,526;   30,438;    0,000
376,221;   39,651;   36,301;    0,000
376,387;   30,445;   30,169;    0,000
376,552;   47,021;   55,324;    0,000
376,718;   67,988;   34,377;    0,000
376,883;   53,129;   53,200;    0,000
377,049;   37,349;   58,731;    0,000
377,214;   37,228;   37,808;    0,000
377,379;   58,596;   53,370;    0,000
377,545;   41,578;   49,324;    0,000
377,710;   34,275;   64,270;    0,000
377,875;   33,363;   61,239;    0,000
378,041;   11,310;   42,070;    0,000
378,206;   62,199;   59,524;    0,000
378,371;   65,185;   47,824;    0,000
378,537;   54,004;   49,362;    0,000
378,702;   41,629;   32,900;    0,000
378,867;   49,433;   26,946;    0,000
379,033;   63,031;   40,470;    0,000
379,198;   43,971;   66,924;    0,000
379,363;   37,238;   35,269;    0,000
379,529;   35,185;   58,716;    0,000
379,694;   31,967;   38,862;    0,000
379,859;   56,259;   67,185;    0,000
380,025;   28,323;   62,985;    0,000
380,190;   62,625;   42,454;    0,000
380,355;   31,359;   30,385;    0,000
380,520;   27,556;   56,431;    0,000
380,686;   26,519;   22,147;    0,000
380,851;   37,322;   94,724;    0,000
381,016;   64,769;   34,739;    0,000
381,181;   48,875;   51,962;    0,000
381,347;   13,058;   27,092;    0,000
381,512;   27,553;   70,270;    0,000
381,677;   22,593;   10,900;    0,000
381,842;   38,231;   69,578;    0,000
382,007;   44,947;   27,646;    0,000
382,173;   69,815;   58,401;    0,000
382,338;   24,061;   31,746;    0,000
382,503;   58,442;   58,631;    0,000
382,668;   63,403;   75,878;    0,000
382,833;   18,723;   43,301;    0,000
382,999;   13,854;   53,846;    0,000
383,164;   28,040;   66,662;    0,000
383,329;   29,355;   55,939;    0,000
383,494;   38,127;   89,039;    0,000
383,659;   47,886;   44,608;    0,000
383,824;   45,388;   46,977;    0,000
383,990;   25,305;   65,955;    0,000
384,155;   35,997;   37,954;    0,000
384,320;   42,013;   79,032;    0,000
384,485;   41,584;   30,231;    0,000
384,650;   53,716;   64,077;    0,000
384,815;   37,281;   54,077;    0,000
384,980;   43,017;   25,461;    0,000
385,145;   29,990;   48,454;    0,000
385,310;   43,437;   52,493;    0,000
385,475;   19,750;   47,008;    0,000
385,641;   25,916;   44,085;    0,000
385,806;   32,702;   41,177;    0,000
385,971;   31,589;   33,554;    0,000
386,136;   40,299;   30,924;    0,000
386,301;   43,196;   36,970;    0,000
386,466;   25,414;   59,216;    0,000
386,631;   58,888;   47,185;    0,000
386,796;   10,056;   82,524;    0,000
386,961;   32,249;   22,423;    0,000
387,126;   36,194;   64,101;    0,000
387,291;   59,398;   34,639;    0,000
387,456;   28,483;   56,347;    0,000
387,621;   23,550;   40,716;    0,000
387,786;   36,758;   29,301;    0,000
387,951;   50,692;   48,716;    0,000
388,116;   37,001;   57,200;    0,000
388,281;   45,204;   20,938;    0,000
388,446;   18,405;   75,355;    0,000
388,611;   37,280;   22,185;    0,000
388,776;   24,688;   75,793;    0,000
388,941;   26,472;   44,201;    0,000
389,106;   20,281;   52,886;    0,000
389,271;   49,703;   36,970;    0,000
389,435;   28,763;   38,331;    0,000
389,600;   36,500;   32,516;    0,000
389,765;   16,613;   70,439;    0,000
389,930;   38,565;   47,392;    0,000
390,095;   40,674;   54,170;    0,000
390,260;   34,858;   37,492;    0,000
390,425;   36,357;   53,816;    0,000
390,590;   37,816;   10,069;    0,000
390,755;   45,267;   43,470;    0,000
390,920;   40,543;   20,300;    0,000
391,084;   23,885;   68,032;    0,000
391,249;   43,070;   51,231;    0,000
391,414;   41,089;   54,462;    0,000
391,579;   35,414;   50,308;    0,000
391,744;   44,631;   67,778;    0,000
391,909;   30,329;   71,300;    0,000
392,073;   42,674;   41,177;    0,000
392,238;   41,057;   35,108;    0,000
392,403;   27,368;   49,254;    0,000
392,568;   18,693;   29,492;    0,000
392,733;   30,641;   45,747;    0,000
392,898;   37,102;   -0,439;    0,000
393,062;   32,715;   46,408;    0,000
393,227;   58,961;   28,846;    0,000
393,392;   29,133;   26,146;    0,000
393,557;   30,953;   28,769;    0,000
393,721;   25,279;   27,408;    0,000
393,886;   34,524;   41,377;    0,000
394,051;   44,554;   44,362;    0,000
394,216;   41,683;   35,146;    0,000
394,380;   27,185;   74,916;    0,000
394,545;   49,315;   41,900;    0,000
394,710;   44,016;   36,885;    0,000
394,875;   22,279;   31,700;    0,000
395,039;    8,632;   51,362;    0,000
395,204;   12,305;   67,647;    0,000
395,369;   42,072;   71,608;    0,000
395,533;   25,600;   77,008;    0,000
395,698;   45,091;   37,423;    0,000
395,863;   22,150;   45,208;    0,000
396,027;    5,509;   84,185;    0,000
396,192;   31,751;   25,085;    0,000
396,357;   35,976;   63,547;    0,000
396,521;   50,350;   27,908;    0,000
396,686;   27,970;   61,239;    0,000
396,851;   52,667;   51,669;    0,000
397,015;   24,474;   36,970;    0,000
397,180;   26,171;   34,916;    0,000
397,345;   17,626;   66,255;    0,000
397,509;   41,395;   39,985;    0,000
397,674;   38,895;   70,885;    0,000
397,838;   37,108;   44,493;    0,000
398,003;   23,621;   39,708;    0,000
398,168;   28,966;   37,477;    0,000
398,332;    8,646;   57,570;    0,000
398,497;   44,473;   32,077;    0,000
398,661;   39,685;   43,524;    0,000
398,826;   51,111;   20,438;    0,000
398,991;   33,358;   51,601;    0,000
399,155;   52,152;   43,077;    0,000
399,320;   26,870;   58,639;    0,000
399,484;   43,050;   34,800;    0,000
399,649;   39,474;   57,870;    0,000
399,813;   42,895;   43,785;    0,000
399,978;   57,418;   53,862;    0,000
400,142;   15,560;   44,262;    0,000
400,307;   27,913;   28,231;    0,000
400,471;   23,048;   37,739;    0,000
400,636;   47,258;   47,401;    0,000
400,800;   47,422;   56,200;    0,000
400,965;   27,303;   74,370;    0,000
401,129;   22,110;   68,370;    0,000
401,294;   16,030;   49,493;    0,000
401,458;    8,218;   27,362;    0,000
401,623;   10,879;   45,401;    0,000
401,787;   32,444;   21,577;    0,000
401,952;    3,241;   58,647;    0,000
402,116;   36,808;   48,600;    0,000
402,280;    1,837;   64,201;    0,000
402,445;   25,859;   37,593;    0,000
402,609;   18,113;   37,723;    0,000
402,774;   27,505;   38,431;    0,000
402,938;   19,208;   53,693;    0,000
403,103;   37,019;   45,647;    0,000
403,267;    2,817;   59,085;    0,000
403,431;   36,283;   37,746;    0,000
403,596;   27,671;   26,016;    0,000
403,760;   47,266;    8,085;    0,000
403,924;   34,122;   23,000;    0,000
404,089;   26,682;   35,554;    0,000
404,253;   42,496;   34,570;    0,000
404,417;   34,508;   40,400;    0,000
404,582;   35,661;   54,954;    0,000
404,746;   28,632;   36,462;    0,000
404,911;   61,848;   46,539;    0,000
405,075;   19,810;   45,870;    0,000
405,239;   34,484;   60,831;    0,000
405,403;   22,881;   74,377;    0,000
405,568;   29,411;   79,670;    0,000
405,732;   20,405;   39,523;    0,000
