
Integration time [ms]:   1,150
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
326,325;  -24,000;   55,000;    0,000
326,343;   -6,000;   22,000;    0,000
326,361;   57,000;  -21,000;    0,000
326,379;   -8,000;   25,000;    0,000
326,397;    9,000;    2,000;    0,000
326,415;  -19,000;    8,000;    0,000
326,433;   49,000;   42,000;    0,000
326,452;  -18,000;   80,000;    0,000
326,470;  -50,000;   76,000;    0,000
326,488;    4,000;  -37,000;    0,000
326,506;   -7,000;   91,000;    0,000
326,524;  -10,000;   57,000;    0,000
326,542;   51,000;   15,000;    0,000
326,560;  -12,000;  -34,000;    0,000
326,579;    6,000;  -13,000;    0,000
326,597;   -6,000;  -40,000;    0,000
326,615;   -5,000;   10,000;    0,000
326,633;   37,000;   30,000;    0,000
326,651;  -16,000;  -28,000;    0,000
326,669;  -24,000;   -8,000;    0,000
326,687;  -53,000;   29,000;    0,000
326,705;   11,000;   79,000;    0,000
326,723;  -41,000;  108,000;    0,000
326,742;   67,000;   34,000;    0,000
326,760;  -26,000;   21,000;    0,000
326,778;   47,000;  -17,000;    0,000
326,796;    2,000;   83,000;    0,000
326,814;    3,000;   14,000;    0,000
326,832;  -44,000;  -32,000;    0,000
326,850;   28,000;   -1,000;    0,000
326,868;   -6,000;   51,000;    0,000
326,886;  -22,000;   16,000;    0,000
326,904;   22,000;   28,000;    0,000
326,922;   11,000;   32,000;    0,000
326,941;   18,000;   -1,000;    0,000
326,959;   62,000;   -8,000;    0,000
326,977;   49,000;  -55,000;    0,000
326,995;  102,000;    6,000;    0,000
327,013;   30,000;   -5,000;    0,000
327,031;  -72,000;   32,000;    0,000
327,049;  -21,000;   47,000;    0,000
327,067;  -24,000;   51,000;    0,000
327,085;   35,000;   88,000;    0,000
327,103;  -24,000;  -14,000;    0,000
327,121;    2,000;   51,000;    0,000
327,139;  -45,000;    6,000;    0,000
327,157;   -4,000;  -11,000;    0,000
327,175;    7,000;  -30,000;    0,000
327,193;   24,000;   18,000;    0,000
327,211;  -14,000;  -62,000;    0,000
327,229;  -22,000;  -24,000;    0,000
327,247;  -11,000;   17,000;    0,000
327,266;   40,000;  -10,000;    0,000
327,284;  -19,000;  -43,000;    0,000
327,302;   23,000;   20,000;    0,000
327,320;    2,000;   18,000;    0,000
327,338;   29,000;  -16,000;    0,000
327,356;  -21,000;  -43,000;    0,000
327,374;   -9,000;   74,000;    0,000
327,392;  -13,000;   24,000;    0,000
327,410;   69,000;   44,000;    0,000
327,428;   18,000;   76,000;    0,000
327,446;   20,000;    6,000;    0,000
327,464;  -31,000;  -19,000;    0,000
327,482;  -50,000;   55,000;    0,000
327,500;   -8,000;  -68,000;    0,000
327,518;  -49,000;  123,000;    0,000
327,536;   23,000;  -29,000;    0,000
327,554;  -23,000;   24,000;    0,000
327,572;  -66,000;   -8,000;    0,000
327,590;  -30,000;    3,000;    0,000
327,608;   53,000;  -10,000;    0,000
327,626;  -32,000;  -11,000;    0,000
327,644;  -22,000;   -6,000;    0,000
327,662;   23,000;   59,000;    0,000
327,680;   36,000;   76,000;    0,000
327,698;  -65,000;   18,000;    0,000
327,716;  -79,000;  -11,000;    0,000
327,734;   81,000;  102,000;    0,000
327,752;   35,000;   16,000;    0,000
327,770;   24,000;   59,000;    0,000
327,787;   29,000;   -7,000;    0,000
327,805;   67,000;   46,000;    0,000
327,823;  -66,000;   51,000;    0,000
327,841;  -70,000;    9,000;    0,000
327,859;   27,000;  -20,000;    0,000
327,877;  -35,000;   64,000;    0,000
327,895;   -9,000;   -9,000;    0,000
327,913;   67,000;   53,000;    0,000
327,931;  -62,000;   25,000;    0,000
327,949;   36,000;   11,000;    0,000
327,967; -102,000;  -42,000;    0,000
327,985;  -36,000;   -9,000;    0,000
328,003;  103,000;   -1,000;    0,000
328,021;    3,000;   90,000;    0,000
328,039;   27,000;  -20,000;    0,000
328,057;   39,000;   74,000;    0,000
328,075;    3,000;  -40,000;    0,000
328,092;   -8,000;   19,000;    0,000
328,110;   73,000;    7,000;    0,000
328,128;  -44,000;   37,000;    0,000
328,146;  -25,000;   23,000;    0,000
328,164;   20,000;  113,000;    0,000
328,182;  -37,000;   26,000;    0,000
328,200;   13,000;    1,000;    0,000
328,218;   33,000;    5,000;    0,000
328,236;   46,000;    3,000;    0,000
328,254;   43,000;  -37,000;    0,000
328,272;  -34,000;   -4,000;    0,000
328,289;  -54,000;   39,000;    0,000
328,307;    5,000;   62,000;    0,000
328,325;    8,000;  -16,000;    0,000
328,343;   14,000;   43,000;    0,000
328,361;   30,000;  -18,000;    0,000
328,379;  -33,000;   77,000;    0,000
328,397;  -28,000;   21,000;    0,000
328,415;   76,000;   43,000;    0,000
328,432;  -24,000;   22,000;    0,000
328,450;  -23,000;   26,000;    0,000
328,468;   43,000;   51,000;    0,000
328,486;   10,000;   16,000;    0,000
328,504;   61,000;  -28,000;    0,000
328,522;   30,000;   22,000;    0,000
328,540;    0,000;   65,000;    0,000
328,558;  -48,000;   25,000;    0,000
328,575;   -4,000;   -6,000;    0,000
328,593;  -17,000;   41,000;    0,000
328,611;  118,000;   53,000;    0,000
328,629;   36,000;   18,000;    0,000
328,647;   61,000;    3,000;    0,000
328,665;   -6,000;   34,000;    0,000
328,682;   -1,000;   21,000;    0,000
328,700;  -33,000;   70,000;    0,000
328,718;   25,000;  -51,000;    0,000
328,736;   45,000;   47,000;    0,000
328,754;  -20,000;   -3,000;    0,000
328,772;  -46,000;   26,000;    0,000
328,789;  -23,000;   -1,000;    0,000
328,807;  -21,000;    2,000;    0,000
328,825;  -12,000;   18,000;    0,000
328,843;   36,000;   52,000;    0,000
328,861;  -56,000;   13,000;    0,000
328,879;   63,000;    5,000;    0,000
328,896;  -61,000;   19,000;    0,000
328,914;   48,000;   34,000;    0,000
328,932;   13,000;  -28,000;    0,000
328,950;  -48,000;   22,000;    0,000
328,968;  -43,000;  -71,000;    0,000
328,985;   22,000; -105,000;    0,000
329,003;  -27,000;   17,000;    0,000
329,021;    5,000;   51,000;    0,000
329,039;   -7,000;   23,000;    0,000
329,057;  -63,000;    8,000;    0,000
329,074;   32,000;  -34,000;    0,000
329,092;  -25,000;   66,000;    0,000
329,110;  -88,000;  -50,000;    0,000
329,128;  -53,000;   65,000;    0,000
329,146;   12,000;   26,000;    0,000
329,163;    2,000;   76,000;    0,000
329,181;  -37,000;   89,000;    0,000
329,199;   18,000;  -12,000;    0,000
329,217;  -63,000;    9,000;    0,000
329,234;   60,000;  -52,000;    0,000
329,252;   20,000;    6,000;    0,000
329,270;  -14,000;   32,000;    0,000
329,288;    8,000;  -10,000;    0,000
329,305;   25,000;   36,000;    0,000
